id,sexo,edad,edad_r,hab,prov,ccaa,hijos,edu,cs,p1,p2,p3,p4,p5_1,p5_2,p5_3,p5_4,p5_5,p5_6,p6,p7,p8,p9_1,p9_2,p9_3,p9_4,p9_5,p9_6,p9_7,p10_1,p10_2,p10_3,p10_4,p10_5,p10_6,p10_7,p10_8,p10_9,p10_10,p10_11,p10_12,p11,p12,p13,p14,p15_1,p15_2,p15_3,p15_4,p15_5,p15_6,p15_7,p15_8,p15_9,p15_10,p15_11,p15_12,p16,p17_1,p17_2,p17_3,p17_4,p17_5,p17_6,p17_7,p17_8,p17_9,p18_1,p18_2,p18_3,p18_4,p18_5,p18_6,p19_1,p19_2,p19_3,p19_4,p19_5,p19_6,p20_1,p20_2,p20_3,p20_4,p20_5,p20_6,p20_7,p21_1,p21_2,p21_3,p21_4,p21_5,p21_6,p21_7,p22_1,p22_2,p22_3,p22_4,p22_5,p22_6,p22_7,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p24_1,p24_2,p24_3,p25,gen_r,gen_sex,hab_r,clase_social_r,situacion_laboral_r,educacion_r,ponde
803,Hombre,38,35-44,500.000+,Madrid,"Madrid, Comunidad de","Sí, con uno/a de 9 a 12 años",Tercer Grado (Máster),A2,Ahorro/se ahorra un poco de dinero cada mes,"10 Con toda seguridad, iría a votar",PP (Partido Popular),PSOE (Partido Socialista Obrero Español),9,9,0 No le votaría nunca,7,6,0 No le votaría nunca,PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),5,Mucho,Poco,Bastante,Mucho,Nada,Bastante,Bastante,Diversidad cultural,,,,Apertura global,,,,,,,,999,Ha descendido,Son demasiadas pocas,Bastante,Televisión,,,,,Redes sociales,,,,,,,Mucha,Bastante de acuerdo,Nada de acuerdo,Muy de acuerdo,Poco de acuerdo,Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Nada de acuerdo,Bastante de acuerdo,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,No,No,Sí,Sí,Sí,Sí,Sí,,,Muy positiva,Positiva,Muy positiva,Muy positiva,Positiva,Me gustaría,Me gustaría,,,,,,Muy bien,Muy bien,Muy bien,Bien,Muy bien,Bien,Muy bien,Muy bien,Muy bien,Podemos,Millennials,Hombre [Millennials],Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",0.782234
804,Hombre,61,55-64,50.001 - 100.000,Barcelona,Cataluña,No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,D,Llego/se llega justo a final de mes,No lo sé,Vox,Vox,5,6,9,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,No voté,Vox,5,Mucho,Bastante,Poco,Bastante,Mucho,Mucho,Mucho,,,,,,,Inseguridad,,,Criminalidad,,,10,Ha crecido,Son las adecuadas,Bastante,,Radio,,,,Redes sociales,,,,,,,Bastante,Muy de acuerdo,Poco de acuerdo,No lo sé,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,No lo sé,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No,No,Sí,Sí,No lo sé,Sí,Sí,,,"Ni positiva, ni negativa","Ni positiva, ni negativa",,"Ni positiva, ni negativa","Ni positiva, ni negativa","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría",,,"Ni me gustaría, ni me disgustaría",,,Mal,"Ni bien, ni mal",Muy bien,Mal,Mal,Mal,Regular,Bien,Bien,PP,Baby Boomers - Silent Generation,Hombre [Baby Boomers - Silent Generation],Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",1.167985
805,Mujer,65,65+,100.001 - 500.000,Gipuzkoa,País Vasco,"Sí, con uno/a de 18 años o más",Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,D,He tenido/se ha tenido que echar mano del ahorro,"10 Con toda seguridad, iría a votar",Sumar,Sumar,8,0 No le votaría nunca,0 No le votaría nunca,9,8,0 No le votaría nunca,Sumar,"Ahora Repúblicas (ERC, EH Bildu, BNG, Ara Més)",1,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,,,,,,,Inseguridad,,,Criminalidad,,,35,Ha crecido,Son demasiadas,Bastante,Televisión,,Periódicos,,,,,,,,,,Mucha,Poco de acuerdo,Muy de acuerdo,Nada de acuerdo,Bastante de acuerdo,Nada de acuerdo,Muy de acuerdo,Poco de acuerdo,Muy de acuerdo,Muy de acuerdo,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No debería permitirse,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No,No,No,Sí,No,Sí,Sí,,,,Muy negativa,,Muy negativa,Muy negativa,"Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría",No me gustaría,,No me gustaría,,,Bien,"Ni bien, ni mal",Bien,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",Bien,Muy mal,Bien,Sumar,Baby Boomers - Silent Generation,Mujer [Baby Boomers - Silent Generation],Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, primer ciclo",1.514069
806,Mujer,44,35-44,50.001 - 100.000,Cantabria,Cantabria,"Sí, con uno/a de 13 a 17 años",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,E1,Llego/se llega justo a final de mes,"10 Con toda seguridad, iría a votar",Vox,Vox,0 No le votaría nunca,7,10 Le votaría siempre,0 No le votaría nunca,0 No le votaría nunca,9,Vox,Vox,10 Extrema derecha,Mucho,Mucho,Poco,Mucho,Mucho,No lo sé,Bastante,,,,,,,Inseguridad,,,Criminalidad,,,40,Ha crecido,Son demasiadas,Mucha,Televisión,Radio,,,,,,,,,,,Ninguna,Poco de acuerdo,Poco de acuerdo,Nada de acuerdo,Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Nada de acuerdo,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,No debería permitirse,No debería permitirse,Debería permitirse con limitaciones,No debería permitirse,No debería permitirse,Debería permitirse con limitaciones,No,No,No,Sí,No,No,No,,,,"Ni positiva, ni negativa",,,,No me gustaría nada,No me gustaría nada,No me gustaría nada,,No me gustaría nada,No me gustaría nada,No me gustaría nada,Muy mal,Muy mal,"Ni bien, ni mal",Muy mal,Muy mal,"Ni bien, ni mal",Muy mal,Muy mal,Bien,Vox,Generacion X,Mujer [Generacion X],Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",0.722546
807,Hombre,52,45-54,< 10.000,Tarragona,Cataluña,No convivo con ningún/a hijo/a,Tercer Grado (Máster),C,Llego/se llega justo a final de mes,"10 Con toda seguridad, iría a votar",No lo sé,No lo sé,6,0 No le votaría nunca,0 No le votaría nunca,4,3,4,PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),5,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,,,,,,,,,Sobrecarga de servicios y recursos públicos,,,Conflictividad social,25,Ha crecido,Son las adecuadas,Mucha,Televisión,,Periódicos,,,,,,,,,,Bastante,Muy de acuerdo,Nada de acuerdo,Poco de acuerdo,Muy de acuerdo,Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,No lo sé,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Sí,No,Sí,Sí,Sí,Sí,Sí,Muy positiva,,Muy positiva,Positiva,Positiva,Muy positiva,Muy positiva,,Me gustaría,,,,,,Bien,Muy bien,Muy bien,No lo sé,No lo sé,No lo sé,Bien,Bien,Bien,PSOE,Generacion X,Hombre [Generacion X],Menos de 10.000,Media,Parado,"Tercer grado, segundo ciclo y más",0.932755
808,Hombre,50,45-54,< 10.000,Madrid,"Madrid, Comunidad de",No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,D,Llego/se llega justo a final de mes,"0 Con toda seguridad, no iría a votar",No votaría,Ninguno,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,5,No voté,No lo sé,No lo sé,Mucho,Bastante,Poco,Poco,Bastante,Bastante,No lo sé,,,,,,,Inseguridad,,,Criminalidad,,,999,Ha crecido,No lo sé,Nada,Televisión,,,,,,,,,,,,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,Poco de acuerdo,Bastante de acuerdo,No lo sé,Bastante de acuerdo,Poco de acuerdo,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No debería permitirse,No debería permitirse,No debería permitirse,No,No,No lo sé,No,Sí,No,No,,,,,"Ni positiva, ni negativa",,,"Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría",,"Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría",Bien,"Ni bien, ni mal","Ni bien, ni mal",No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,Generacion X,Hombre [Generacion X],Menos de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",1.087701
809,Mujer,53,45-54,< 10.000,Toledo,Castilla - La Mancha,"Sí, con uno/a de 13 a 17 años",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,D,He tenido/se ha tenido que contraer deuda,5,PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),9,1,0 No le votaría nunca,7,5,0 No le votaría nunca,No voté,No voté,2,Mucho,Bastante,Bastante,Mucho,Bastante,Bastante,Mucho,,Progreso económico,,,,,,,Sobrecarga de servicios y recursos públicos,,,,25,Ha crecido,Son las adecuadas,Poca,Televisión,,,,,Redes sociales,,,,,,,Poca,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Muy de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Sí,Sí,Sí,No,Sí,Sí,No,Muy positiva,Muy positiva,Muy positiva,,Positiva,Positiva,,,,,Me gustaría,,,Me gustaría,Bien,Bien,Bien,Bien,Bien,Bien,Muy bien,Muy bien,Muy bien,PSOE,Generacion X,Mujer [Generacion X],Menos de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",0.987627
810,Mujer,40,35-44,50.001 - 100.000,Barcelona,Cataluña,"Sí, con uno/a de 0 a 8 años","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",A1,Ahorro/se ahorra un poco de dinero cada mes,"10 Con toda seguridad, iría a votar",Votaría en blanco,Ninguno,3,2,2,2,3,5,No voté,Vox,5,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,,,,,,,,Desempleo,,,Pérdida de identidad cultural,,40,Ha crecido,Son demasiadas,Bastante,,Radio,Periódicos,,,,,,,,,,Bastante,Muy de acuerdo,Nada de acuerdo,Poco de acuerdo,Nada de acuerdo,Poco de acuerdo,Bastante de acuerdo,Muy de acuerdo,Poco de acuerdo,Bastante de acuerdo,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No,Sí,Sí,Sí,Sí,Sí,Sí,,Muy positiva,Muy positiva,Muy positiva,Muy positiva,Muy positiva,Muy positiva,Me gustaría mucho,,,,,,,Muy bien,Bien,Muy bien,"Ni bien, ni mal","Ni bien, ni mal",Muy bien,Muy bien,Muy bien,Muy bien,Podemos,Millennials,Mujer [Millennials],Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",0.962382
811,Mujer,65,65+,< 10.000,Santa Cruz de Tenerife,Canarias,No convivo con ningún/a hijo/a,Sin estudios o con estudios primarios sin terminar,E2,He tenido/se ha tenido que echar mano del ahorro,5,PSOE (Partido Socialista Obrero Español),Prefiero no contestar,10 Le votaría siempre,5,5,5,1,1,PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),5,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,,,,,,,,Desempleo,,,,,0,No lo sé,No lo sé,No lo sé,,,,,,,,,,,,No lo sé,Poca,Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,,,,,,,,"Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",Bien,Bien,Bien,PSOE,Baby Boomers - Silent Generation,Mujer [Baby Boomers - Silent Generation],Menos de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",2.000016
812,Hombre,61,55-64,< 10.000,Valencia/València,Comunitat Valenciana,No convivo con ningún/a hijo/a,"Primer Grado (Certificado escolar, 1ª etapa de EGB, más o menos hasta los 10 años)",C,Ahorro/se ahorra un poco de dinero cada mes,"10 Con toda seguridad, iría a votar",PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),9,1,0 No le votaría nunca,7,6,0 No le votaría nunca,PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),1,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,,,,Tolerancia,,,,,,,,,999,Se ha mantenido más o menos igual,Son las adecuadas,Poca,Televisión,,,,,,,,,,,,Bastante,Poco de acuerdo,Nada de acuerdo,Bastante de acuerdo,Nada de acuerdo,Bastante de acuerdo,Nada de acuerdo,Bastante de acuerdo,Nada de acuerdo,Bastante de acuerdo,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No,No,No,No,Sí,No lo sé,No lo sé,,,,,Positiva,,,Me gustaría,Me gustaría,Me gustaría,Me gustaría,,Me gustaría,Me gustaría,Bien,Bien,Bien,Bien,Bien,Bien,Bien,Bien,Bien,PSOE,Baby Boomers - Silent Generation,Hombre [Baby Boomers - Silent Generation],Menos de 10.000,Media,Parado,"Segundo grado, primer ciclo y menos",0.849587
813,Mujer,45,45-54,< 10.000,"Rioja, La","Rioja, La",No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,B,Llego/se llega justo a final de mes,9,PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),8,3,0 No le votaría nunca,3,2,0 No le votaría nunca,PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),3,Mucho,Bastante,Bastante,Bastante,Bastante,Bastante,Poco,,,,,,,Inseguridad,,,,,,999,Ha crecido,Son demasiadas,Bastante,Televisión,,,,,,,,,,,,No lo sé,Nada de acuerdo,Poco de acuerdo,Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,Muy de acuerdo,Poco de acuerdo,Muy de acuerdo,Bastante de acuerdo,No lo sé,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No,No,No,No,Sí,No,Sí,,,,,"Ni positiva, ni negativa",,"Ni positiva, ni negativa","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría",,"Ni me gustaría, ni me disgustaría",,"Ni bien, ni mal",Mal,"Ni bien, ni mal",Muy mal,"Ni bien, ni mal","Ni bien, ni mal",Regular,Regular,Bien,No lo sé,Generacion X,Mujer [Generacion X],Menos de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",0.980941
814,Hombre,69,65+,10.001 - 20.000,Lleida,Cataluña,No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,E1,Ahorro/se ahorra un poco de dinero cada mes,9,ERC (Esquerra Republicana de Catalunya),ERC (Esquerra Republicana de Catalunya),8,0 No le votaría nunca,0 No le votaría nunca,6,6,4,ERC (Esquerra Republicana de Catalunya),"Ahora Repúblicas (ERC, EH Bildu, BNG, Ara Més)",1,Mucho,Mucho,Bastante,Bastante,Mucho,Bastante,Mucho,,,,,,,,Desempleo,Sobrecarga de servicios y recursos públicos,,,,999,Ha crecido,Son demasiadas,Poca,Televisión,,,,,Redes sociales,,,,,,,No lo sé,Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No,No,Sí,Sí,Sí,Sí,Sí,,,Positiva,Positiva,Positiva,Positiva,Positiva,"Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría",,,,,,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",Regular,Regular,Bien,No lo sé,Baby Boomers - Silent Generation,Hombre [Baby Boomers - Silent Generation],Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",1.040424
815,Mujer,78,65+,500.000+,Madrid,"Madrid, Comunidad de",No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,C,Llego/se llega justo a final de mes,"0 Con toda seguridad, no iría a votar",Prefiero no contestar,PP (Partido Popular),0 No le votaría nunca,10 Le votaría siempre,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,Prefiero no contestar,Prefiero no contestar,5,Bastante,Mucho,Mucho,Bastante,Mucho,Mucho,Mucho,,,,,,,,,Sobrecarga de servicios y recursos públicos,,,,50,Ha crecido,Son demasiadas,Poca,Televisión,,,,,,,,,,,,Poca,Muy de acuerdo,Poco de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Poco de acuerdo,Muy de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Muy de acuerdo,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No,No,No,No,No,No,Sí,,,,,,,"Ni positiva, ni negativa",No me gustaría,No me gustaría,"Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría",No me gustaría,,Mal,Mal,"Ni bien, ni mal",Mal,Mal,Mal,Regular,Regular,Bien,No lo sé,Baby Boomers - Silent Generation,Mujer [Baby Boomers - Silent Generation],Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",1.263221
